side,entry_ts,exit_ts,entry_price,exit_price,gross_ret,net_ret,net_pct,bars,win
long,2025-06-28 22:00:00,2025-06-29 22:00:00,150.82,152.92,0.013923882774167895,0.013112905895769966,1.3112905895769966,24,True
short,2025-06-30 12:00:00,2025-07-01 12:00:00,149.92,148.35,0.010583080552746926,0.009774775781597578,0.9774775781597578,24,True
short,2025-07-02 01:00:00,2025-07-03 01:00:00,147.84,153.14,-0.03460885464281038,-0.03538101309651287,-3.538101309651287,24,False
long,2025-07-03 14:00:00,2025-07-04 14:00:00,152.27,148.11,-0.027319892296578385,-0.028097880753923832,-2.809788075392383,24,False
long,2025-07-05 03:00:00,2025-07-06 14:00:00,147.75,151.59,0.025989847715736092,0.02516921999593924,2.516921999593924,35,True
long,2025-07-07 03:00:00,2025-07-08 03:00:00,151.86,148.64,-0.021203740287106698,-0.021986620687475367,-2.1986620687475367,24,False
long,2025-07-08 16:00:00,2025-07-09 16:00:00,150.51,154.87,0.02896817487210157,0.028145164967111835,2.8145164967111835,24,True
short,2025-07-10 05:00:00,2025-07-12 01:00:00,157.25,163.44,-0.037873225648556,-0.038642773127753105,-3.8642773127753105,44,False
long,2025-07-12 14:00:00,2025-07-13 14:00:00,159.13,162.8,0.023062904543455165,0.02224461790988519,2.224461790988519,24,True
short,2025-07-14 03:00:00,2025-07-15 04:00:00,167.11,160.11,0.043719942539504064,0.04288513358066326,4.288513358066326,25,True
long,2025-07-15 17:00:00,2025-07-17 08:00:00,162.81,173.69,0.06682636201707504,0.06597307161967958,6.597307161967958,39,True
short,2025-07-17 21:00:00,2025-07-18 21:00:00,175.5,175.97,-0.0026709098141728393,-0.003468613513667007,-0.3468613513667007,24,False
long,2025-07-19 10:00:00,2025-07-20 10:00:00,177.39,179.59,0.012402051975872519,0.011592292318620245,1.1592292318620245,24,True
long,2025-07-20 23:00:00,2025-07-22 01:00:00,181.43,202.09,0.11387311910929832,0.11298219883371008,11.298219883371008,26,True
short,2025-07-22 14:00:00,2025-07-23 14:00:00,202.18,191.61,0.05516413548353416,0.05432017300140912,5.432017300140912,24,True
